year,month,rank,net_worth, transformed worth ,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,529,5.6,"$5,600,000,000 ",Scheinberg,Mark,Mark Scheinberg,12/27/1973,50,Male,Canada,United Kingdom,Isle of Man,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Lucas,George,George Lucas,5/14/1944,79,Male,United States,United States,San Anselmo,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Meijer,Doug,Doug Meijer & family,1/22/1954,70,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Meijer,Hank,Hank Meijer & family,2/15/1952,72,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Meijer,Mark,Mark Meijer & family,10/21/1957,66,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Currie,Andrew,Andrew Currie,12/4/1955,68,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,548,5.5,"$5,500,000,000 ",Reece,John,John Reece,3/7/1957,67,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,548,5.5,"$5,500,000,000 ",Jiaravanon,Sumet,Sumet Jiaravanon,11/2/1934,89,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,548,5.5,"$5,500,000,000 ",Roig,Juan,Juan Roig,10/8/1949,74,Male,Spain,Spain,Valencia,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Kesaev,Igor,Igor Kesaev,10/30/1966,57,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Biernacki,Tomasz,Tomasz Biernacki,1/1/1973,51,Male,Poland,Poland,"Krotoszyn,",Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Arison,Shari,Shari Arison,9/9/1957,66,Female,Israel,Israel,Tel Aviv,Service,['Service'],,"Investor, Philanthropist",FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Tanjung,Chairul,Chairul Tanjung,6/18/1962,61,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Choksi,Mahendra,Mahendra Choksi & family,4/19/1941,82,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Lin,Li,Lin Li,5/1/1963,60,Male,China,China,Shenzhen,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,548,5.5,"$5,500,000,000 ",Gilgan,Peter,Peter Gilgan,1/1/1951,73,Male,Canada,Canada,Toronto,Construction & Engineering,['Construction & Engineering'],Mattamy Group Corp.,"Founder, CEO and Chairman",TRUE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Cuban,Mark,Mark Cuban,7/31/1958,65,Male,United States,United States,Dallas,Media & Entertainment,['Media & Entertainment'],Dallas Mavericks,Owner,TRUE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Emmerson,Archie Aldis,Archie Aldis Emmerson & family,4/10/1929,94,Male,United States,United States,Redding,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,563,5.4,"$5,400,000,000 ",Hale,Robert,"Robert Hale, Jr.",7/8/1966,57,Male,United States,United States,Boston,Telecom,['Telecom'],,,TRUE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Secunda,Thomas,Thomas Secunda,6/23/1954,69,Male,United States,United States,Croton-on-Hudson,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Stryker,Jon,Jon Stryker,5/3/1958,65,Male,United States,United States,New York,Healthcare,['Healthcare'],,,FALSE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Chiaravanont,Jaran,Jaran Chiaravanont,4/1/1930,94,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,563,5.4,"$5,400,000,000 ",Haefner,Martin,Martin Haefner,1/1/1954,70,Male,Switzerland,Switzerland,Zurich,Technology,['Technology'],,,FALSE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Tornqvist,Torbjorn,Torbjorn Tornqvist,11/8/1953,70,Male,Sweden,Switzerland,Geneva,Energy,['Energy'],,,TRUE,Increased
2024,4,563,5.4,"$5,400,000,000 ",Pudwill,Horst Julius,Horst Julius Pudwill,10/23/1944,79,Male,Germany,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Bass,Robert,Robert Bass,3/19/1948,76,Male,United States,United States,Fort Worth,Energy,['Energy'],,,FALSE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Caruso,Rick,Rick Caruso,1/7/1959,65,Male,United States,United States,Los Angeles,Real Estate,['Real Estate'],,,TRUE,Remained Even
2024,4,572,5.3,"$5,300,000,000 ",Johnson,Charles B.,Charles B. Johnson,1/6/1933,91,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Franklin Resources,Former Chairman and CEO,FALSE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Kurzius,Dan,Dan Kurzius,12/1/1971,52,Male,United States,United States,Atlanta,Technology,['Technology'],,,TRUE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Lee,Thai,Thai Lee,11/27/1958,65,Female,United States,United States,Austin,Technology,['Technology'],,,TRUE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Wanek,Ronald,Ronald Wanek,5/19/1941,82,Male,United States,United States,Saint Petersburg,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,572,5.3,"$5,300,000,000 ",Tsai,Daniel,Daniel Tsai,4/25/1956,67,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Moreira Salles,Joao,Joao Moreira Salles,1/1/1962,62,Male,Brazil,Brazil,Rio de Janeiro,Diversified,['Diversified'],,,FALSE,Increased
2024,4,572,5.3,"$5,300,000,000 ",Moreira Salles Junior,Walther,Walther Moreira Salles Junior,4/12/1956,67,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Dolan,Charles,Charles Dolan & family,10/16/1926,97,Male,United States,United States,Oyster Bay,Media & Entertainment,['Media & Entertainment'],Cablevision Systems,Chairman and Founder,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Kao,Min,Min Kao & family,1/10/1949,75,Male,United States,United States,Leawood,Technology,['Technology'],,,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Uihlein,Elizabeth,Elizabeth Uihlein,7/7/1945,78,Female,United States,United States,Lake Forest,Manufacturing,['Manufacturing'],,Entrepreneur,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Uihlein,Richard,Richard Uihlein,8/27/1945,78,Male,United States,United States,Lake Forest,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Weiner,Russ,Russ Weiner,5/5/1970,53,Male,United States,United States,Delray Beach,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Ashley,Michael,Michael Ashley,9/12/1964,59,Male,United Kingdom,United Kingdom,Hertfordshire,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Koo,Andre,"Andre Koo, Sr.",5/25/1967,56,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Tsai,Richard,Richard Tsai,6/2/1957,66,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Rabiu,Abdulsamad,Abdulsamad Rabiu,8/4/1960,63,Male,Nigeria,Nigeria,Lagos,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,581,5.2,"$5,200,000,000 ",Bajaj,Rajiv,Rajiv Bajaj,12/21/1966,57,Male,India,India,Pune,Diversified,['Diversified'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Bajaj,Sanjiv,Sanjiv Bajaj,11/2/1969,54,Male,India,India,Pune,Diversified,['Diversified'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Wu,Jianshu,Wu Jianshu,1/1/1964,60,Male,Hong Kong,China,Ningbo,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,581,5.2,"$5,200,000,000 ",Tschira,Gerda,Gerda Tschira,,,Male,Germany,Germany,,Technology,['Technology'],,,FALSE,
2024,4,581,5.2,"$5,200,000,000 ",Tschira,Harald,Harald Tschira,4/25/1974,49,Male,Germany,Germany,Heidelberg,Technology,['Technology'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Tschira,Udo,Udo Tschira,9/17/1969,54,Male,Germany,Germany,Wiesloch,Technology,['Technology'],,,FALSE,Increased
2024,4,581,5.2,"$5,200,000,000 ",Lomtadze,Mikhail,Mikhail Lomtadze,10/17/1975,48,Male,Georgia,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Baron,Ron,Ron Baron,5/23/1943,80,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Dolby,Dagmar,Dagmar Dolby & family,6/28/1941,82,Female,United States,United States,San Francisco,Technology,['Technology'],,,FALSE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Haslam,Bill,Bill Haslam,8/23/1958,65,Male,United States,United States,Knoxville,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Henry,John,John Henry,9/13/1949,74,Male,United States,United States,Boca Raton,Sports,['Sports'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Ishbia,Justin,Justin Ishbia,9/18/1977,46,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Liemandt,Joseph,Joseph Liemandt,8/5/1968,55,Male,United States,United States,Austin,Technology,['Technology'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Mnaymneh,Sami,Sami Mnaymneh,7/13/1961,62,Male,United States,United States,Miami Beach,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,597,5.1,"$5,100,000,000 ",Pritzker,Jean (Gigi),Jean (Gigi) Pritzker,7/1/1962,61,Female,United States,United States,Los Angeles,Service,['Service'],,,FALSE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Tamer,Tony,Tony Tamer,10/12/1957,66,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,597,5.1,"$5,100,000,000 ",Wadhwani,Romesh T.,Romesh T. Wadhwani,8/25/1947,76,Male,United States,United States,Palo Alto,Technology,['Technology'],Symphony Technology Group,Founder and Chairman,TRUE,Remained Even
2024,4,597,5.1,"$5,100,000,000 ",Sajwani,Hussain,Hussain Sajwani,3/1/1953,71,Male,United Arab Emirates,United Arab Emirates,Dubai,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Ulker,Murat,Murat Ulker,3/23/1959,65,Male,Turkey,Turkey,Istanbul,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Hopp,Dietmar,Dietmar Hopp & family,4/26/1940,83,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,TRUE,Increased
2024,4,597,5.1,"$5,100,000,000 ",Liu,Yonghao,Liu Yonghao & family,9/1/1951,72,Male,China,China,Chengdu,Service,['Service'],,,TRUE,Decreased
2024,4,597,5.1,"$5,100,000,000 ",Camp,Garrett,Garrett Camp,10/4/1978,45,Male,Canada,United States,San Francisco,Technology,['Technology'],Uber Technologies Inc.,Cofounder and Chairman,TRUE,Increased
2024,4,612,5,"$5,000,000,000 ",Chestnut,Ben,Ben Chestnut,6/15/1974,49,Male,United States,United States,Atlanta,Technology,['Technology'],,,TRUE,Increased
2024,4,612,5,"$5,000,000,000 ",Johnson-Leipold,Helen,Helen Johnson-Leipold,12/30/1956,67,Female,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,612,5,"$5,000,000,000 ",Sall,John,John Sall,4/4/1948,75,Male,United States,United States,Cary,Technology,['Technology'],SAS Institute,"Co-Founder, Executive Vice President",TRUE,Increased
2024,4,612,5,"$5,000,000,000 ",Shoen,Mark,Mark Shoen,11/20/1950,73,Male,United States,United States,Phoenix,Automotive,['Automotive'],,,FALSE,Increased
2024,4,612,5,"$5,000,000,000 ",Xie,Ken,Ken Xie,1/26/1963,61,Male,United States,United States,Los Altos Hills,Technology,['Technology'],,,TRUE,Increased
2024,4,612,5,"$5,000,000,000 ",Kulibaev,Timur,Timur Kulibaev,9/10/1966,57,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,612,5,"$5,000,000,000 ",Kulibaeva,Dinara,Dinara Kulibaeva,8/19/1967,56,Female,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,612,5,"$5,000,000,000 ",Gupta,Vinod Rai,Vinod Rai Gupta,9/15/1945,78,Female,India,India,Delhi,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,612,5,"$5,000,000,000 ",Schoerghuber,Alexandra,Alexandra Schoerghuber & family,7/24/1958,65,Female,Germany,Germany,Munich,Real Estate,['Real Estate'],,,FALSE,Remained Even
2024,4,612,5,"$5,000,000,000 ",Leclercq,Michel,Michel Leclercq & family,5/27/1939,84,Male,France,France,Lille,Fashion & Retail,['Fashion & Retail'],,,FALSE,Remained Even
2024,4,612,5,"$5,000,000,000 ",Luo,Liguo,Luo Liguo & family,3/1/1956,68,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,612,5,"$5,000,000,000 ",Katz,Daryl,Daryl Katz,9/1/1961,62,Male,Canada,Canada,Edmonton,Diversified,['Diversified'],Katz Group,Founder and Chairman,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Birmingham Perot,Margot,Margot Birmingham Perot,11/15/1933,90,Female,United States,United States,Dallas,Technology,['Technology'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Chao,Albert,Albert Chao & family,7/15/1949,74,Male,United States,United States,Houston,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,624,4.9,"$4,900,000,000 ",Chao,James,James Chao & family,9/15/1947,76,Male,United States,United States,Houston,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,624,4.9,"$4,900,000,000 ",Chao Jenkins,Dorothy,Dorothy Chao Jenkins & family,9/15/1945,78,Female,United States,United States,Lakeland,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,624,4.9,"$4,900,000,000 ",Dorsey,Jack,Jack Dorsey,11/19/1976,47,Male,United States,United States,San Francisco,Technology,['Technology'],Twitter,Cofounder,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Hunt,Johnelle,Johnelle Hunt,1/4/1932,92,Female,United States,United States,Fayetteville,Logistics,['Logistics'],,,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Johnson,H. Fisk,H. Fisk Johnson,5/19/1958,65,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Johnson,S. Curtis,S. Curtis Johnson,5/5/1955,68,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Marquart,Winifred J.,Winifred J. Marquart,4/6/1959,64,Female,United States,United States,Virginia Beach,Manufacturing,['Manufacturing'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Moreno,Arturo,Arturo Moreno,8/14/1946,77,Male,United States,United States,Phoenix,Sports,['Sports'],,,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Rales,Mitchell,Mitchell Rales,8/21/1956,67,Male,United States,United States,Potomac,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,624,4.9,"$4,900,000,000 ",Rees-Jones,Trevor,Trevor Rees-Jones,8/12/1951,72,Male,United States,United States,Dallas,Energy,['Energy'],,,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Wertheim,Herbert,Herbert Wertheim,5/23/1939,84,Male,United States,United States,Coral Gables,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Louis-Dreyfus,Margarita,Margarita Louis-Dreyfus & family,6/1/1962,61,Female,Switzerland,Switzerland,Davos,Food & Beverage,['Food & Beverage'],Louis Dreyfus SAS,President,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Chung,Mong-Koo,Mong-Koo Chung,3/19/1938,86,Male,South Korea,South Korea,Seoul,Automotive,['Automotive'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Zhang,Yong,Zhang Yong,7/1/1970,53,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,624,4.9,"$4,900,000,000 ",Reitan,Odd,Odd Reitan & family,9/11/1951,72,Male,Norway,Norway,Trondheim,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Krishnan,Ananda,Ananda Krishnan,4/1/1938,86,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,['Telecom'],,,TRUE,Decreased
2024,4,624,4.9,"$4,900,000,000 ",Mistry,Firoz,Firoz Mistry,1/1/1997,27,Male,Ireland,India,Mumbai,Diversified,['Diversified'],,,FALSE,
2024,4,624,4.9,"$4,900,000,000 ",Mistry,Zahan,Zahan Mistry,1/1/1999,25,Male,Ireland,India,Mumbai,Diversified,['Diversified'],,,FALSE,
2024,4,624,4.9,"$4,900,000,000 ",Raheja,Chandru,Chandru Raheja,10/1/1940,83,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,FALSE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Ivanishvili,Bidzina,Bidzina Ivanishvili,2/18/1956,68,Male,Georgia,Georgia,Tbilisi,Finance & Investments,['Finance & Investments'],,,TRUE,Remained Even
2024,4,624,4.9,"$4,900,000,000 ",Sehgal,Vivek Chaand,Vivek Chaand Sehgal,9/28/1956,67,Male,Australia,India,Delhi,Automotive,['Automotive'],,,TRUE,Increased
2024,4,624,4.9,"$4,900,000,000 ",Bulgheroni,Alejandro,Alejandro Bulgheroni,11/1/1944,79,Male,Argentina,Uruguay,Manantiales,Energy,['Energy'],,,FALSE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Feinberg,Stephen,Stephen Feinberg,3/29/1960,64,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Cerberus Capital Management,Co-founder and CEO,TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Gangwal,Rakesh,Rakesh Gangwal,7/25/1953,70,Male,United States,United States,Miami,Service,['Service'],,,TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Simon,Herb,Herb Simon,10/23/1934,89,Male,United States,United States,Indianapolis,Real Estate,['Real Estate'],Simon Property Group,"Chairman Emeritus of the Board of Simon Property Group, Inc.",TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Spielberg,Steven,Steven Spielberg,12/18/1946,77,Male,United States,United States,Pacific Palisades,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Pieper,Michael,Michael Pieper,2/5/1946,78,Male,Switzerland,Switzerland,Lucerne,Manufacturing,['Manufacturing'],Artemis Real Estate Partners,CEO of Artemis Group,TRUE,Decreased
2024,4,648,4.8,"$4,800,000,000 ",Wyss,Hansjoerg,Hansjoerg Wyss,1/1/1935,89,Male,Switzerland,United States,Wilson,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,648,4.8,"$4,800,000,000 ",De'Longhi,Giuseppe,Giuseppe De'Longhi & family,4/24/1939,84,Male,Italy,Italy,Treviso,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Tahir,,Tahir & family,3/26/1952,72,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Jagtiani,Renuka,Renuka Jagtiani,1/1/1954,70,Female,India,United Arab Emirates,Dubai,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2024,4,648,4.8,"$4,800,000,000 ",Kamath,Nithin,Nithin Kamath,10/5/1979,44,Male,India,India,Bangalore,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,648,4.8,"$4,800,000,000 ",Gao,Dekang,Gao Dekang & family,2/1/1952,72,Male,China,China,Changshu,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,648,4.8,"$4,800,000,000 ",Liu,Richard,Richard Liu,3/10/1974,50,Male,China,China,Beijing,Technology,['Technology'],,,TRUE,Decreased
2024,4,648,4.8,"$4,800,000,000 ",Fidani,Carlo,Carlo Fidani,1/1/1955,69,Male,Canada,Canada,Toronto,Real Estate,['Real Estate'],Orlando Corporation,Chairman,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Berkley,William,William Berkley,9/1/1946,77,Male,United States,United States,Coconut Grove,Finance & Investments,['Finance & Investments'],W. R. Berkley,Chairman and CEO,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Hunt,W. Herbert,W. Herbert Hunt,3/6/1929,95,Male,United States,United States,Dallas,Energy,['Energy'],,Investor,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Kavanaugh,Jim,Jim Kavanaugh,10/17/1962,61,Male,United States,United States,St. Louis,Technology,['Technology'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Lin,Bin,Lin Bin,2/1/1968,56,Male,United States,China,Beijing,Technology,['Technology'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Livingstone,Ian,Ian Livingstone,5/22/1962,61,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Livingstone,Richard,Richard Livingstone,11/29/1964,59,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Michel,Willy,Willy Michel,1/1/1947,77,Male,Switzerland,Switzerland,Burgdorf,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Basilico,Rocco,Rocco Basilico,7/11/1989,34,Male,Italy,United States,Los Angeles,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Crippa,Giuseppe,Giuseppe Crippa & family,5/5/1935,88,Male,Italy,Italy,Cernusco Lombardone,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Claudio,Claudio Del Vecchio,2/26/1957,67,Male,Italy,United States,Muttontown,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Clemente,Clemente Del Vecchio,5/6/2004,19,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Leonardo Maria,Leonardo Maria Del Vecchio,5/6/1995,28,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Luca,Luca Del Vecchio,8/31/2001,22,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Marisa,Marisa Del Vecchio,7/10/1958,65,Female,Italy,Italy,Rome,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Del Vecchio,Paola,Paola Del Vecchio,5/14/1961,62,Female,Italy,Luxembourg,Luxembourg,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Zampillo,Nicoletta,Nicoletta Zampillo,3/28/1958,66,Female,Italy,Monaco,Monaco,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Murthy,N.R. Narayana,N.R. Narayana Murthy,8/20/1946,77,Male,India,India,Bangalore,Technology,['Technology'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Knapp,Friedrich,Friedrich Knapp,5/6/1951,72,Male,Germany,Germany,Brunswick,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Nemetschek,Georg,Georg Nemetschek & family,1/1/1934,90,Male,Germany,Germany,Munich,Technology,['Technology'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Rossmann,Dirk,Dirk Rossmann & family,9/7/1946,77,Male,Germany,Germany,Lower-Saxony,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Chan,Laiwa,Chan Laiwa & family,1/1/1941,83,Female,China,China,Beijing,Real Estate,['Real Estate'],,Philanthropist,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Lin,Jianhua,Lin Jianhua,8/1/1962,61,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,661,4.7,"$4,700,000,000 ",Zhu ,Yi ,Zhu Yi,12/1/1963,60,Male,China,China,Chengdu,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Boguslavsky,Leonid,Leonid Boguslavsky,6/17/1951,72,Male,Canada,Italy,Florence,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,661,4.7,"$4,700,000,000 ",Dart,Kenneth,Kenneth Dart,4/21/1955,68,Male,Belize,Cayman Islands,George Town,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Biswas,Sanjit,Sanjit Biswas,1/12/1982,42,Male,United States,United States,San Francisco,Technology,['Technology'],,,TRUE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Lauder,Ronald,Ronald Lauder,2/26/1944,80,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,FALSE,Remained Even
2024,4,686,4.6,"$4,600,000,000 ",Lurie,Jeffrey,Jeffrey Lurie & family,9/8/1951,72,Male,United States,United States,Wynnewood,Sports,['Sports'],,,FALSE,Increased
2024,4,686,4.6,"$4,600,000,000 ",Meyer,Gwendolyn Sontheim,Gwendolyn Sontheim Meyer,10/27/1961,62,Female,United States,United States,Rancho Santa Fe,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
